Wall time,Step,Value
1746658577.6395776,38518,11549.619140625
1746658607.4466498,38563,5634.705078125
1746658765.272171,38805,7259.501953125
1746658786.5927773,38839,10728.69921875
1746658813.01783,38880,9504.537109375
1746658825.3000953,38898,4492.6982421875
1746658909.9006858,39025,7505.1904296875
1746659049.49529,39238,12986.8828125
1746659190.105072,39451,6907.00634765625
1746659207.6505332,39477,10667.5703125
1746659255.7232258,39551,12155.830078125
1746659285.7435577,39588,3957.13232421875
1746659293.901384,39601,9208.3984375
1746659363.8316207,39712,8096.63671875
1746659428.41166,39811,10095.7060546875
1746659571.9371123,40030,10217.0830078125
1746659585.0059457,40050,7778.3310546875
1746659625.0496404,40110,8741.017578125
1746659666.8385656,40174,4024.7607421875
1746659706.3590088,40236,5092.9033203125
1746659714.6251214,40249,7777.8720703125
1746659738.5495055,40285,15693.5615234375
1746659765.8349047,40326,14136.107421875
1746659769.812618,40332,7542.04833984375
1746659825.6899223,40416,6965.59375
1746659896.1864612,40522,9916.302734375
1746659908.245197,40540,6298.498046875
1746659943.2173042,40593,5586.41455078125
1746659958.577538,40617,11868.45703125
1746660075.2405221,40793,8545.1455078125
1746660080.5238144,40801,4433.55908203125
1746660110.8471823,40849,13824.716796875
1746660133.0750406,40883,8935.3671875
1746660158.6261997,40921,10711.5419921875
1746660172.826079,40942,12374.6748046875
1746660238.6833055,41043,7215.91455078125
1746660256.6648278,41070,10702.953125
1746660258.7127893,41073,4726.40625
1746660261.2380137,41077,10643.87890625
1746660297.5028238,41132,15558.9619140625
1746660298.1241872,41133,11768.2705078125
1746660385.1540518,41263,7493.1005859375
1746660403.0456178,41291,10361.2314453125
1746660456.0284,41374,10610.830078125
1746660520.293933,41473,8446.9130859375
1746660561.9699967,41536,9369.2841796875
1746660565.1903853,41541,11369.2841796875
1746660581.7048585,41566,7917.21728515625
1746660595.7722485,41588,8439.8251953125
1746660597.0441616,41590,11863.853515625
1746660609.5425227,41610,9679.6015625
1746660637.7705138,41654,15319.001953125
1746660718.8998234,41772,9501.005859375
1746660807.0148141,41912,7394.48681640625
1746660843.8163226,41968,15821.5498046875
1746660872.8496633,42012,9823.103515625
1746660898.0880175,42051,12620.8125
1746660943.2915587,42118,6535.435546875
1746660950.0696087,42128,8560.7685546875
1746660952.0057206,42131,7008.45654296875
1746661105.0877643,42365,13927.310546875
1746661146.0219252,42430,9944.3330078125
1746661165.5523474,42461,11413.44921875
1746661212.6940072,42535,7845.90185546875
1746661334.5142066,42721,12109.1962890625
